Author,Title
"SLABEVA, KATARINA STANOEVSKA, WOZNIAK, THOMAS",GRID AND CLOUD COMPUTING  A BUSINESS PERSPECTIVE ON TECHNOLOGY AND APPLICATIONS 
DAVIS PHILIP,MASTERING QGIS
Baldi,Modeling the internet And the Web  probabilistic Methods And aolgorithms 
JON DUCKETT,BEGINNING WEB PROGRAMMIN WITH HTML XHTML AND CSS 
Batnagr,Introduction to Multimedia Sytems 
"Clay Richardson etal,, C",Professional Portal Development with Open source Tools  Java Portal AP Lucene James Slide 
James E. Shuman,Multimedia in Action 
Sankar.P.,Multimedia  A Practical Approach 
Steve Heath,Multimedia and Communication Technology 
V.S. Subrahmanian,Principles of Multimedia Database systems 
Sham Tickoo,ProEngineering Wildfire for Engineers and Designers  Release 20 
IVAN BAYROSS,Web Enabled Commericial Application Development using HTML Java Script DHTML and PHP 
"SIERRA, KATHY",HEAD EJB 
John Vince,Virtual Reality Systems 
Bill Dudney,Jz EE TM Antipatterns 
D.S.HOODA,ARYABHATA LIFE AND CONTRIBUTIONS 
Walker,Chambers Dictionary of Science and Technology 
Ramesh C. Gaur,Reengineering Library informatiion Services 
Kasturai &Sons,The Hindu Speaks on Libraries 
C.J.DATE,A GUIDE TO DB2 
ERIC PUGH,PROFESSIONAL HIBERNATE 
S.K.SINGH,DATABASE SYSTEMS 
"NIK FREEMAN  , MC CARTNEY TAYLOR",GETTING STARTED  WITH GIS USING QGIS
Kurt Menke,Mastering QGIS
Kasturai &Sons,India Book of the Year 2004 
Competition sucess Review,Year Book 2005 
Britannia,Britaninnica ready reference Encyclopedia Vol 1 
Britannia,Britaninnica ready reference Encyclopedia Vol 10 
Britannia,Britaninnica ready reference Encyclopedia Vol 2 
Britannia,Britaninnica ready reference Encyclopedia Vol 3 
Britannia,Britaninnica ready reference Encyclopedia Vol 4 
Britannia,Britaninnica ready reference Encyclopedia Vol 5 
Britannia,Britaninnica ready reference Encyclopedia Vol 6 
Britannia,Britaninnica ready reference Encyclopedia Vol 7 
Britannia,Britaninnica ready reference Encyclopedia Vol 8 
Britannia,Britaninnica ready reference Encyclopedia Vol 9 
"PARSONS, JAYNE ED",ILLUSTRATED FAMILY ENCYCLOPEDIA 
Derek OBrien,Reference Year Book  The Penguin India 
Albert Ellis,Feeling Better Getting Better Staying Better  Profound Selfhelp Therapy for your Emotions 
Khera,Freedom is not FreeYou can win and Living with Honours 
"Govt. of Kerala, Finance Dept.",Hand book on Family Benefit Scheme 
A.Vivekananda Kesari Presentation,Healthy Mind Healthy BodyNew thoughts on health 
Dala Carngie,How to stop Worrying and Start Living 
Pupual Jayakar,Indira Gandhi A Biography 
Vivekananda swami,Jnanayoga The Yoga of knowledge 
Vivekananda swami,Karmayogam 
The Indian Express,Kerala  Education Directory 2005 
FINANCE DEPARTMENT,KERALA BUDGET MANUAL 
FINANCE DEPARTMENT,KERALA FINANCIAL CODE  VOL I 
FINANCE DEPARTMENT,KERALA FINANCIAL CODE VOL II 
Khala State Industrial Development Corporation,Kerala RdD Directory 
Jag Datmananda Swami,Learn to Live Vol II 
Vivekananda swami,Life After Death 
Govt. of Kerala,Manual of Office Procedure 
"SAN JAYAN, P",MANUAL OF OFFICE PROCEDURE 
S.K.Pottakadu,Oru Desathinte Kadha 
"SAIT, MA",PAY REVISION 2004 SUMMARY AMENDMENTS A PRATICAL STUDY 
Louis Columbus,Realinging eBusiness with applins service providers 
Reliance Industries Limited,Reliance Review of Energy Markets 
KERALA STATE HIGHER EDUCATION COUNCIL,REPORT OF THE COMMITTEE TO REVEW THE ACTS OF UNIVERSITION IN KERALA 
Sakkria,Sakkrias Stories 
Paramanandaswami,Secret of Right Activity 
Vimal Mithra,Selling Price 
 A C BHAKTIVEDANTA SWAMI PRABHUPADA.,SRIMAD BHAGAVATAMFOURTH CANTOPART TWO
George Veinberge,Sushakthamaya vekthithwathi a Vazhikal 
"Tapasya-Nanda, swami",Swami Vivekananda His life and Legacy 
Rolland,Swami Vivekananda The friend of A11 
The Unievrsity of Chicago,The Chicago Manual of Style 
Prof.David Scalise,The GMAT Advantage 
Govt. of Kerala,The Kerala Financial Code VolI 
Govt.of Kerala,The Kerala Financial CodeVolume II 
GOVERNMENT OF KERALA,THE KERALA SERVICE RULES   VOL2 PART III 
Govt.of Kerala,The Kerala State And Subordinate Sevice Rules 1958 
Govt. of Kerala,The Kerala Tressury Code  Volume II 
"Dixon, Robert",The McGrawHill 36Hour Accounting Course 
Govt. of Kerala,The Store Purchase Manual 
Vivekananda swami,The Power of prayer and the art of Positive Thinking 
"Pillai, R N",Buddhatathvaprakasini 
SHOUKATH,AATHMAVILNINNU JEEVITHATHILEKKU 
SUDARSANAN,GURAVE NAMA 
AJAHN ANAN,SIMPLE TEACHINGS ON HIGHER TRUTHS
J. Krishnamurti,Connentaries on Living 3rd series Ed D Rajagopal 
Sri Sri Bharntikrsna Tirthaji Maharaja,Vedic Meta Physics 
J. Krishnamurti,Commentaries on Living 2nd series Education Rajagopal 
Osho,Joy  The Happiness that comes from within 
Osho,The Book of Man 
Trutz Hardo,Reincarnation 
Osho,Autobiography of Spiritually Incorrect Mystic 
"Basheerkutty, A",Manasum Athmaviswasavum 
"FREUD, SIGMUND",SWAPNANGALUDE VYAKHYANAM 
Stewart,How to building selfesteem How to replace self doubt with confidence and wellbeing 
Robert A.Baron,Psychology 
suzanne LeVert,The Complete Idiots Guide to Breaking Bad Habits 
Daniel Goleman,Emstional intelligence why it can matter morethan Ia 
Marian Thomas,Business Essentials A New Attitude 
Xu Yangrheng,Human Behavior Learning and Transfer 
Denning,A Complete Creative Visualization Proven Techniques to shape Your Destiny
Pradip N. Khandwala,Lifelong Creativity An Unending Quest 
Osho,Creativity  Unleashing the Forces Within 
KERALA UNIVERSITY,RESONANCE PRESENTS
"Sijwali,B.S.",Reasoning  Verbal and NonVerbal 
"VAISHNAV I,JAGDEEP",Cracking the test of Reasoning and Data Interpretation 
AGGARWAL,VREBAL AND NONVERBAL REASONING
KERALA UNIVERSITY,RESONANCE
Osho,Intution  Knowing beyond Logic 
"Warrier, B S",ULKKARUTHINTE PADANGAL  375 CHINTHAKAL 
David,Original Intelligence Unlocking the mystery of who we are 
Thorpe,A Course in Mental Ability And Quantative Aptitude for Competative Examinations 
"COVEY, STEPHEN R",SEVEN HABITS OF HIGHLY EFFECTIVE PEOPLE 
SADHGURU,INNER ENGINEERING 
SADHGURU,MANASSU  SWANTHAM VYAVAHAARAM 
Peter,The way to inner peace essential wisdom technigs 
J. Krishnamurti,Beyond Violence 
Dick Lyles,Winning Habits 
Osho,Freedom  The Courage to be Yourself 
Stewart,How to selfcounsel How to develop the skills to positively manage your life 
Osho,Intimacy  Transting oneself and the other 
Maini A K,Facing the Interview Board 
"STEIN, MARKY",Fearless Interviewing  Hoe to Win the Job by Communicating with Confidence 
M M Luther,Values and Ethics in School Education 
Laura P. Hartman,Perspective in Business Ethics 
NIIT,Ethics and Security Mangement on the Web 
"SEEBAUER, EDMUND G",FUNDAMENTALS OF ETHICS  FOR SCIENTISTS AND ENGINEERS 
KAILAS SREE CHANDRAN,PROFESSIONAL ETHICS
MIKE W MARTIN,ETHICS IN ENGINEERING
NAAGARAZAN R S,A TEXTBOOK ON PROFESSIONAL ETHICS AND HUMAN VALUES
Charles B. Fledderman,Engineering Ethics 
N Goapalakrishnan,Jananam muthal maranam vareyulla laithamaya
Gopalakrishnan N,Ithihasangalenth Enthinu
"Gopalakrishnan,N",Paithraka Sandesam Acharangalum avayde sathrre yathayum
Gopalakrishnan N,Vivaha porutha parisodhanayile porutha kedukal
KRISHNA K,GODFARMER AND SPELLBOUND PAMBAA
Satprakash- Ananda,The Goal and the Way The vedantic Approachto lifes problems 
Kasturai &Sons,The Hindu Speakes on religious Values 
Rolland,The Life of Ramkrishna 
THUNCHATH EZHUTHACHAN,ADHYATMARAMAYANAM 
Swami Prabhupada.,Srimad BhagavataSixth Canto
Sri Sri Paramahansa Yogananada,God Talks with Arjuna THE BHAGAVAD GITA  Royal Science of God Realisation chapter618 Volume 1 
Sri Sri Paramahansa Yogananada,God Talks with Arjuna THE BHAGAVAD GITA  Royal Science of God Realisation chapter618 Volume 2 
Abul a'ala Moudoodi,Quran Bhashyam
HASHIM E .M,SOOFISATHINTE HRIDAYAM 
muhammed irumbuzhi mudhyadheen,Adhikar the best interpretation of lord book
Brahmeshananda,Health Medium and Religion 
Budhananda Swami,How to build Charactor A primer 
BINOY VISWAM,INIYUM PARAYANUNDU 
"MOHANKUMAR, K V",RAMANUM VALMEEKIUM NJANUM 
"MORRIS, DESMOND",NAGNAVANARAN 
SEEMA HASAN,MASS COMMUNICATION  PRINCIPLES AND CONCEPTS 
Robert A.Baron,Social Psychology 
"SOLI, ARCEIVALA J",GREEN TECHNOLOGIES FOR A BETTER FUTURE 
"BARUN, MITRA K",EFFECTIVE TECHNICAL COMMUNICATION  A GUIDE FOR SCIENTISTS AND ENGINEERS 
"Lakshminarayanan, K R",English for Technical Communication 
"MEENAKSHIRAMAN, SANGEETHA SHARMA",FUNDAMENTALS OF TECHNICAL COMMUNICATION 
"MEENAKSHI, RAMAN",TECHNICAL COMMUNICATION  PRINCIPLES AND PRACTICE 
Osho,The Book of Woman 
Max Muller,India What can it Tech us 
SURENDRAN CHEEKKILODE,NAVOTTHANAKALATHE KERALAM 
"STEVENSON, SUSAN",STRTEGIES FOR ENGENEERING COMMUNICATION 
LAXMIKANTH M,INDIAN POLITY
"Chomsky, Noam",Idapedalukal 
Vivekananda swami,To the Youth of India 
MICHAEL.P.TODARO,ECONOMIC DEVELOPMENT 
"Salvatore, Dominick",Theory and Problems of Economics 
William Boyes,TextBook of Economics 
"CHIANG, ALPHA C",Elements of Dynamic Optimization 
"ARORA, K C",INDUSTRIAL MANAGEMENT AND ENGINEERING ECONOMICS 
"BANGA, T R",Industrial Organization And Engineering Economics 
"CARBAUGH, ROBERT",CONTEMPORARY ECONOMICS  AN APPLICATIONS APPROACH 
"CHAN, PARK S",CONTEMPORARY ENGINEERING ECONOMICS 
"Pannerselvam, R",Engineering Economics 
"PRABHAVATHY, C",ENGINEERING HUMANITIES 
"RIGGS, JAMES, L",ENGINEERING ECONOMICS 
"PETERSEN, CRAIG H",MANAGERIAL ECONOMICS 
YOGESH MAHESWARI,Managerial Economics 
DEWETT,MODERN ECONOMIC THEORY 
V.A. Pai Panandiker,Contemporary INDIA 
Ruddar Datt,Indian Economy 
R.Raju,Engineering Economics And Energy Management 
"FORSYTH, PATRICK",How to conduct effective negotiations How to get the deal you want 
"BURTON, MAUREEN",AN INTRODUCTION TO FINANCIAL MARKETS AND INSTITUTIONS 
VARKEY K T,Human Relations in BakingHow to get along Better with People
"KEVIN, S",Port Folio Management 
Lawrence A. Cunningham,How to Think Like Benjamin Graham and Invest Like warren Buffett 
"Patwari, D C",Options And Futures  An Indian Perspective 
Somanathan T V,Derivatives
"CRAIG, JAMES.R",EARTH RESOURCES AND THE ENVIRONMENT 
"WRIGHT, RICHARD T",ENVIRONMENTAL SCIENCE  TOWARDS A SUSTAINABLE FUTURE 
"DOTY, STEVE TURNER WAYNE C",ENERGY MAMAGEMENT HAND BOOK ASM HAND BOOK 
"CLEVELAND, CUTLER",DICTIONARY OF ENERGY 
"MUKHARJEE, D",FUNDAMENTALS OF RENEWABLE ENERGY SYSTEMS 
"TOM ES, DWIGHT",BIOFIELDS  GLOBAL IMPACT ON RENEWABLE ENERGY PRODUCTION AGRICULTURE AND TECHNOLOGICAL ADVANCEMENTS 
Donald L steeby,Alternative energy sources and system 
"BLACK, BRIAN C",ALTERNATIVE ENERGY 
"PANDEY, A",BIOFUELS ALTERNATIVE FEED STOCKS AND CONVERSION PROCESSES 
Whitely,How to cope with self Assessment How to complete your tax return and pay less tax 
"VAN DEN BERG, HENDRIK",INTERNATIONAL ECONOMICS  A HETERODOX APPROACH 
OLIVER BOYD BARRET,THE GLOBILIZATION OF NEWS
KOUTSOYIANNIS,MODERN MICROECONOMICS 
"PERLOFF, JEFFREY M",MICROECONOMICS 
"Salvatore, Dominick",Theory and Problems of Microeconomic Theory 
Barry Keating,Forecasting and Predictive Analytics with Forecast X
MALAY CHAUDHURI,THE GREAT INDIAN DREAM
"DIULIO, EUGENE",THEORY AND PROBLEMS OF MACROECONOMICS 
"DORNBUSCH, RUDIGER",MACRO ECONOMICS 
"DWIVEDI, D N",MACROECONOMICS Theory and Policy
DELONG Bradford,Macroeconomics 
Kariappa Bheemaih,The blockchain alternative rethinking Macroeconomic policy and economic theory 
Richard T. Froyen,MacroEconomics  Theories and Polices 
AAKASH SINGH RATHORE,AMBEDKARS PREAMBLE A SECRET HISTORY OF THE CONSTITUTION OF INDIA
ARUN K THIRUVENGADAM,THE CONSTITUTION  OF INDIA A Contextual Analysis
DURGA DAS BASU,INTRODUCTION TO THE CONSTITUTION OF INDIA
SUJITH CHOUDHARY,THE OXFORD HANDBOOK OF THE INDIAN CONSTITUTION
"ROWLAND, DIANE",INFORMATION TECHNOLOGY LAW 
Mathe M J,Comany Law and Secretarial Practice 
"CAMPO, SALVATORE SCHIAVO",PUBLIC MANAGEMENT IN GLOBAL PERSPECTIVE 
"MCNABB, DAVID E",CASE RESEARCH IN PUBLIC MANAGEMENT 
"LIPIN RAJ, M P",NINGALKKUM JAYIKKAM CIVIL SERVICE 
Fous Trompenaars,21 Leaders for the 21st Century  How innovative Leaders manage in the Digital Age 
FINANCE DEPARTMANT,KERALA TREASURY CODEVOL2 
Pabla S A,Electric Power Distribution 
Anup K Ghosh,ECommerce Security  Weak links Best Defenses 
"BALL, MARION J",HEALTHCARE INFORMATION MANAGEMENT SYSTEMS  CASES STRATEGIES AND SOLUTIONS 
Ranganathananda-Swami,Phylosophy of service An approach to human development in India and the problems of our working class 
DEJEY,CYBER FORENSICS
"UMADATHAN, B",ORU POLICE SURGEONTE ORMAKKURIPPUKAL 
"CUNNINGHAM, WILLIAM",ENVIRONMENTAL SCIENCE  A GLOBAL CONCERN 
"MACKENTHUN, KENNETH M",BASIC CONCEPTS IN ENVIRONMENTAL MANAGEMENT 
John R Jenson,Remote Sensing of the Environment an Earth Resources Perspective 
"LETCHER, TREVER M",WASTE  A HANDBOOK FOR MANAGEMENT 
"ROGOFF, MARC J",WASTE TO ENERGY TECHNOLOGIES AND PROJECT IMPLEMENTATION 
"DWIVEDI, SHASHI",RIVER POLLUTION AND SOLUTION 
Minasi,The software conspiarcy 
RUGMANGADACHARI E,PROBABILTY AND SATISTICS
"SAMAROO, MELISSA",THE COMPLETE DICTIONARY OF INSURANCE TERMS  EXPLAINED SIMPLY 
"UMERKUTTY, ANP",AFHILIATION SYSTEM  A SUUDY OF KERALA EXPERIENCE 
"Gopalakrishnan,N",A HANDBOOK FOR THE TEACHERS
Kasturai &Sons,The Hindu Speakes on Education 
RamaRao,Moral Education A practical Approach 
Mangal,Advanced Education Psychology 
Charles E.Skinner,Educational Psychology 
J. Krishnamurti,Education and the Significance of Life 
Tata McGraw Hill,IIT Master solutions to 25 years IIT screening question papers 
"Indian Institute of Science, Bangalore",GATE 2003 Question Papers 
Indian Institute of Science,GATE 2004 Question Papers 
G.K.PUBLISHERS,GATE 2011 
G.K. Publication,Gate Computer Science 
A. Handa,Gate Information Technology  Confiring to Latest Pattern 
Dr. Tara Chand,General Studies Manual 2005  For the UPSC Service Preliminary Examination 
Sybox,MCSC Complete electives 
SYBEX,MCSE Complete Electives 
G. K. Publishers (P) Ltd.,The Best Test Preperation for GATE for Electronics And Communication Engineering 
Kaplan,TOEFLiBT 
Aggarwal R S,Quantitative Aptitude for Competetive Examinations 
Robert Bogue,TY MCSC Windows NT Workstation 4 in 14 days 
Joe Casad,Windows 95 and Networking Essentials MCSE study Guide 
Dr. Tarachand,General Studies Manual 2005  For the UPSC Civil service Preliminary Examination 
Ravi Chopra,An Entrance Test CAT revised Ed 2004 
Emmett Dulaney,Fast Track MCSE Windows Server 4 
Emmett Dubuney,Internet information Server 4 
Emmett Dubuney,Networking essentials 
Emmett Dubuney,TCPIP 
Emmett Dulancy,Windos 98 
Emmett Dulaney,Windows NT Server 4 enterprise 
Clare Gough,CCNP Routing Exam Certification guide 
Clare Gough,CCNP Routing Exam Certificationguide CD 
Gary Govanus,MCSC windos 2000 Network security design study guide CD 
David Groth,A DosWindos study guide CD 
David Greth,Computer study guide A Exam notes Core module 
Abul Hashen,Popular Master Guide M B A Entrance Examination 
William Heldman,MCSE Exchange 2000 server design study guide 
Corndex,GATE Computer Science and Engineering 
Jamie Jaworski,Java 2 Certification Training Guide 
Kaplan,GMAT 2005 
Kaplan,LSAT 2005 
Kaplan,GMAT 
Brain Natsik,Solution architectures 
A panel of Experts,MBA Entrance Exam Guide 
Bill McCarty,RHCE Red Hat Certified Engineer Exam Notes 
Tim Mc Lasin,MCSC Study guide TCPIP And Systems Management Server 
Tim McLaren,TCPIP and Systems Management Server MCSE Study Guide 
Michael Meyers,AllInOne A Certification  Exam Guide 
Mohammed Muneer,How to Prepare for the CAT 
Michael Pastore,A Certification  Core Hardware OS Technologies Exams study Guide 
Todd Philips,MCSE windos 2000 Migration study guide 
Amir S. Ranjbar,CCNP Support Exam Certification guide 
Amir S. Raujbar,CCNP Support Exam Certification Guide 
Simon Robert,Complete Java 2 Certification 
Anil Desai,SQL Server 7 administration 
David G. Schaer,TY MCSE Windos NT workstation 4 in 14 days 
Edgar Thorpe,The Pearson General Studies Manual 2005   
Edger Thorpe,The Pearson General Knowledge Manual 2005 
"Narayana Rao, s",Couselling and Guidance 
ArulmaniGideon,Carrer Counselling A Hand Book 
Norman Lewis,HOW TO READ BETTER And FASTER 
Andrea J.Rutherford,Basic Communication Skills for Technology 
SHARON WEINER GREEN,TO THE GRE TEST 
Carmody Bill,ONLINE PROMOTIONS Winning strategies and Tactics 
Noel Jerk,VB developers guide CD 
SAROJ KUMAR,BUSINESS ECONOMICS
Wright Edvin,Practical Telecommunications And Wireless communications for Business and Industry 
"BHASKAR, KRISHNAMACHARI",NETWORKING WIRELESS SENSORS 
"Biglieri, Ezio",Coading for wireless channels 
"LACAITA, ANDREA",INTEGRATED FREQUENCY SYNTHESIZERS FOR WIRELESS SYSTEMS 
Farid Dowla,Hand Book of RF And Wireless Technologies 
Dowla,Hand Book of RF And Wireless Technoogies 
Longueuil,Wireless messaging demystifiedsms ems mms im And others 
Scahub,Production Testing of RF And System on an chip devices for wireless communications 
David Tse Pramod,Fundamentals of Wireless Communication 
Larsson Erik,SpaceTime block coding for wireless communications 
Daniel Minoli,Enterprise Networking Fractional T I to SONET Frame Relay to BISDN 
Semenov AB,Structured cable Systems 
"NAWROCKI, WALDEMAR",INTRODUCTION TO QUANTUM METROLOGY  QUANTUM STANDARDS AND INSTRUMENTATION 
Marry Murray Bosrock,Put Your Best Foot Forward ASIA  A Fearless Guide to International Communication and Behaviour 
Norman Lewis,Word Power Made Easy 
Peter M.B.Walker,Larousse Dictionary of Science and Technology 
A.S. Hornby,Oxford Advanced Learners Dictionary  of Current English 
R.S.Pillai,Dictionary of Science and Technology 
"MITKOV, RUSLAN",ANAPHORA RESOLUTION 
Anna University,English for Engineers and Technologists 1  A skills Approach 
"Joseph, K V",An English Companion 
"DAKOWSKA, MARIA",TEACHING ENGLISH FOR A FOREIGN LANGUAGE  A GUIDE FOR PROFESSIONALS 
S.R.Inthira,Enrich Your English Book I  Communication Skills 
Marion Field,How to improving your Writen English 
"DOUGLAS KOZLOWSKA, CHRISTIAN",SELECTED ENGLISH COLLOCATIONS 
George Eliot,Great works of George Eliot 
"ROWLING, JK",HARRY POTTER AND THE DEATHLY HALLOWS 
"MACPHERSON, ROBIN",ADVANCED WRITTEN ENGLISH 
"RYCHLO, MIKOLAJ",THE EDUCATIONAL APPROACH TO LANGUAGE TEACHING 
"Lewis, Norman",How to Read Better and Faster 
McGraw Hill,Dictionary of Mathematics 
K.C. Arora,Total Quality Management and ISO 14000 IS 13967 
Maran,Total Quality Management 
"BHARATI, AKSHAR",NATURAL LANGUAGE PROCESSNG  A PANINIAN PERSPECTIVE 
"Rajaraja Varma, A R",Keralapanineeyam 
David Crowder,Web Design with HTMLFlash Java Script and E Commerce Bible 
Kasturai &Sons,The Hindu Speaks on Scientific 
Richard M. Reis,Tomorrows Prodessor  Preparing for Academic Careers in Science and Engineering 
Kogut John B,Introduction to Relativity 
Weddle,Recruiters Guid to Employment Web Sites 2001 
Taylor,Series in Biophysics Protein Geometry classification topology and symmetry A computational analysis of structure 
Khachigian,Synthetic Nuclic Acids as Inhabitors of Gre ExpressionMechanisms Applications and Theoraptic Implications 
"DASS, N K",ADVANCED ENGINNERING MATHEMATICS 
"ADAM, JOHN.A.",MATHEMATICS IN NATURE 
"BATSCHELET, E.",INTRODUCTION TO MATHEMATICS FOR LIFE SCIENCTISTS 
"Beck, Anatole",Excursion into Mathematics 
"BHANU MURTHY, T.S.",MODERN INTRODUCTION TO ANCIENT INDIAN MATHEMATICS 
BHARATI KRSNA TIRTHAJI MAHARAJA,Vedic Mathematics 
"Cantrell, C.D.",Modern Mathematical Methods for Physicsts And Engineers 
"JOSEPH, GEORGE GHEVERGHESE",Crest of the Peacock  Non European Roots of Mathematics 
"NARLIKAR, JAYANT V",FUN AND FUNDAMENTALS OF MATHEMATICS 
RAKESH DUBE,MATHEMATICS FOR ENGINEERS 
"Ramana, B V",Higher Engineering Mathemetics 
"REIMAN, ISTVAN",INTERNATIONAL MATHEMATICAL OLYMPIAD 
"SADOVSKII, L.E.",MATHEMATICS AND SPORTS 
SHAILESH SHIRALI,ADVENTURES IN PROBLEM SOLVING 
"Wayne, David",How to solve word problems in Mathematics 
"WEAVER, JEFFERSON HANE",MATH EXPLORER 
"Wilton, Rex",Mathamatics for Computer Students 
T VEERARAJAN,DISCRETE MATHEMATICS
"SASTRY, SS",ENGINEERING MATHEMATICS 
B.S. Grewal,Higher Engineering Mathematics 
"GREWAL, B S",HIGHER ENGINEERING MATHEMATICS 
"GREWAL, R S",ELEMENTARY ENGINEERING MATHEMATICS 
"ARAVINDAKSHAN, G",ENGINEERING MATHEMATICS  DIFFERENTIAL EQUATIONS 
BALI,Textbook of Engineering Mathematics 
"BARRETT, LOUIS C",ADVANCED ENGINEERING MATHEMATICS 
C Ray Wylie,Advanced Engineering Mathematics 
"Iyengar , N.Ch.SN.",Engineering Mathematics 
"JEFFREY, ALAN",ESSENTIALS OF ENGINEERING MATHEMATICS 
"KULDIP, RATTAN S",INTRODUCTORY MATHEMATICS FOR ENGINEERING APPLICATIONS 
"RAMA KRISHNAPRASAD ,A",KREYSZIGS MATHEMATICAL METHODS 
"REMADEVI, S",ADVANCED ENGINEERING MATHEMATICS  PROBABILITY DISTRIBUTIONS TRANSFORMS AND NUMERICAL METHODS 
"REMADEVI, S",KREYSZIGS ADVANCED ENGINEERING MATHEMATICS 
"REMADEVI, S",PROBABILITY DISTRIBUTIONS RANDOM PROCESSES AND NUMERICAL METHODS 
SINGH,A Textbook of Engineering Maths 
"SRIVASTAVA, A.C",ENGINEERING MATHEMATICS VOL II 
Asokan k,Probability Distributions Transforms and Numerical Methods
"DASAN , BIJU G S",COMPLEX ANALYSIS AND LINEAR ALGEBRA
P  KANDASAMY,ENGINEERING MATHEMATICS III
KANDASAMY P,ENGINEERING MATHEMATICS VOL III
